fechas,idHoras,EC_Abrera,EC_suriaDesf,QBaells_Desf,QBalsanery_Desf,QBerga_Desf,QCardona_Desf,QSuria_Desf,Prep_Desf
44122.7917,88639,1391.7000,2619.4000,2.6300,4.2900,2.7200,2.4700,1.9370,0.0000
44122.8333,88640,1392.4300,2580.1700,2.6310,4.2900,2.7420,2.4520,1.9440,0.0000
44122.8750,88641,1395.7300,2553.6500,2.6250,4.2920,2.8390,2.4910,1.9440,0.0000
44122.9167,88642,1393.6100,2400.1700,2.6270,4.2920,2.9210,2.4290,1.9440,0.0000
44122.9583,88643,1397.0300,2347.2300,2.6280,4.2980,2.8520,2.4290,1.9710,0.0000
44123.0000,88644,1412.8200,2359.0500,2.6240,4.2950,2.8040,2.4490,2.1420,0.0000
44123.0417,88645,1404.4600,2328.8900,2.6300,4.2960,2.9600,2.4880,2.1470,0.0000
44123.0833,88646,1398.7500,2200.3500,2.6300,4.3000,2.8720,2.4880,2.1360,0.0000
44123.1250,88647,1389.4100,2066.1200,2.6270,4.2980,2.6880,2.4880,2.1250,0.0000
44123.1667,88648,1390.2000,2053.9600,2.6280,4.3030,2.4630,2.4880,2.0690,0.0000
44123.2083,88649,1383.9300,2135.4700,2.6250,4.2960,2.1320,2.4800,2.0650,0.0000
44123.2500,88650,1378.2800,2263.6400,2.6240,4.2900,2.1960,2.4560,2.0460,0.0000
44123.2917,88651,1368.4000,2270.2300,2.6260,4.2910,2.3500,2.4270,2.0530,0.0000
44123.3333,88652,1363.7100,2285.8200,2.6270,4.2140,2.5890,2.4290,2.0510,0.0000
44123.3750,88653,1359.9500,2308.0100,2.6270,4.2870,2.7150,2.8020,2.0490,0.0000
44123.4167,88654,1352.6900,2285.4300,2.6260,4.2790,2.7150,2.3080,2.0490,0.0000
44123.4583,88655,1348.6800,2304.3300,2.6310,4.2800,2.7670,2.4880,2.0500,0.0000
44123.5000,88656,1346.4700,2275.9100,2.6290,4.2770,2.8240,2.3930,2.0490,0.0000
44123.5417,88657,1344.6600,2274.0600,2.6310,4.2800,2.4800,2.4290,2.0470,0.0000
44123.5833,88658,1339.6200,2281.2300,2.6250,4.2820,2.2980,2.4820,2.0470,0.0000
44123.6250,88659,1335.2000,2270.6400,2.6290,4.2720,2.6340,2.6190,1.9150,0.0000
44123.6667,88660,1336.7300,2297.2300,2.6250,4.2870,2.7340,2.3110,1.8960,0.0000
44123.7083,88661,1340.6000,2354.2100,2.6290,4.2800,2.7680,2.4310,1.9130,0.0000
44123.7500,88662,1337.9500,2511.4100,2.6290,4.2980,2.7320,2.3480,1.9320,0.0000
44123.7917,88663,1343.5900,2558.0500,2.6240,4.2810,2.5200,2.4290,1.9350,0.0000
44123.8750,88665,1347.5800,2445.2100,2.6230,4.2860,2.6920,2.4290,1.9490,0.0000
44123.9167,88666,1363.6000,2366.6000,2.6270,4.2960,2.7640,2.4290,1.9530,0.0000
44123.9583,88667,1355.0000,2305.2500,2.6230,4.3250,2.6770,2.4880,1.9510,0.0000
44124.0000,88668,1354.8200,2340.1600,2.6260,4.3120,3.2820,2.4740,2.0270,0.0000
44124.0417,88669,1357.4000,2329.8500,2.6260,4.2870,2.9100,2.4880,2.0410,0.0000
44124.0833,88670,1360.7100,2269.4000,2.6260,4.2880,2.6560,2.4880,2.0370,0.0000
44124.1250,88671,1363.1000,2165.6600,2.6290,4.2760,2.6600,2.4880,2.0370,0.0000
44124.1667,88672,1366.1300,2153.9500,2.6220,4.2760,2.7650,2.9160,2.0330,0.0000
44124.2083,88673,1360.8600,2172.5900,2.6220,4.2810,2.7730,2.5590,2.0180,0.0000
44124.2500,88674,1373.0000,2217.8600,2.6230,4.2840,2.7360,2.3340,2.0430,0.0000
44124.2917,88675,1384.2200,2280.0700,2.6250,4.2940,2.6160,2.3050,2.0470,0.0000
44124.3333,88676,1393.9300,2249.3900,2.6280,4.2780,2.5670,2.7290,2.0420,0.0000
44124.3750,88677,1386.5300,2222.8900,2.6290,4.2810,2.6220,2.1900,2.0440,0.0000
44124.4167,88678,1389.2900,2259.8700,2.6290,4.2840,2.6690,2.3700,2.0270,0.0000
44124.4583,88679,1399.4000,2249.9100,2.6320,4.2770,2.7200,2.3110,2.0250,0.0000
44124.5000,88680,1389.4000,2283.3500,2.6310,4.2780,2.7260,2.3110,2.0220,0.0000
44124.5417,88681,1386.6200,2308.4900,2.6340,4.2810,2.6190,2.3110,2.0170,0.0000
44124.5833,88682,1384.9000,2326.6700,2.6290,4.2780,2.5810,2.3700,1.9450,0.0000
44124.6250,88683,1390.6400,2309.5500,2.6330,4.2800,2.7600,2.3700,1.5270,0.0000
44124.6667,88684,1393.0700,2394.8300,2.6300,4.2830,2.7180,2.3920,1.5500,0.0000
44124.7083,88685,1390.8000,2361.0700,2.6240,4.2740,2.5890,2.3700,1.7900,0.0000
44124.7500,88686,1393.7300,2749.9300,2.6300,4.2830,2.5890,2.4290,1.8490,0.0000
44124.7917,88687,1394.2900,2822.6100,2.6250,4.2750,2.5620,2.4290,1.8960,0.0000
44124.8333,88688,1396.0400,2594.0600,2.6280,4.2730,2.6050,2.4290,1.9040,0.0000
44124.8750,88689,1396.2000,2476.1800,2.6210,4.2780,2.6520,2.4290,1.9180,0.0000
44124.9167,88690,1395.5900,2341.4200,2.6260,4.2630,2.6630,2.4290,1.9270,0.0000
44124.9583,88691,1392.3500,2287.3600,2.6240,4.3260,2.6090,2.4290,1.9810,0.0000
44125.0000,88692,1390.6100,2263.7900,2.6220,4.3630,2.5680,2.4290,2.1330,0.0000
44125.0417,88693,1390.6000,2286.6200,2.6280,4.2850,2.6780,2.4290,2.9180,0.0000
44125.0833,88694,1386.0400,2138.1800,2.6220,4.3270,1.1750,2.4290,2.6230,0.0000
44125.1250,88695,1395.1700,1889.3800,2.6240,4.3880,3.0750,2.4290,2.4150,0.0000
44125.1667,88696,1381.4000,1749.4000,2.6240,3.6940,2.9990,2.1220,2.3850,0.0000
44125.2083,88697,1370.9300,1815.3700,2.6260,3.6890,2.6070,2.3700,2.3840,0.0000
44125.2500,88698,1373.0300,2012.9600,2.6200,3.6480,2.5930,2.4880,2.3730,0.0000
44125.2917,88699,1369.0100,2131.4600,2.6300,3.6810,2.6240,2.4290,2.1570,0.0000
44125.3333,88700,1367.7000,2169.2700,2.6310,3.6680,2.5690,2.8520,1.4300,0.0000
44125.3750,88701,1362.6200,2315.5700,2.6260,3.6800,2.5780,2.3700,1.5260,0.0000
44125.4167,88702,1356.6100,2281.1800,2.6560,3.6820,2.5970,2.7290,1.8900,0.0000
44125.4583,88703,1355.0800,3010.5300,2.6590,3.6830,2.6170,2.7900,1.5870,0.0000
44125.5000,88704,1355.7100,3054.9600,2.6550,3.6690,2.6260,2.7850,1.6240,0.0000
44125.5417,88705,1348.6000,2566.3000,2.6540,3.6750,2.5440,2.7980,2.8610,0.0000
44125.5833,88706,1347.3400,2461.8100,1.9910,3.6710,2.5250,3.1190,2.4410,0.0000
44125.6250,88707,1342.0000,2051.6600,1.9830,3.6790,2.6710,2.8220,2.1040,0.0000
44125.6667,88708,1342.4000,1798.5700,1.9760,3.6780,2.6780,2.7970,2.1990,0.0000
44125.7083,88709,1342.0000,1925.1700,1.9810,3.6730,2.6640,2.7980,2.3700,0.0000
44125.7500,88710,1345.2900,2053.4400,1.9790,3.6720,2.6030,2.7980,2.5010,0.0000
44125.7917,88711,1353.4300,2007.3100,1.9830,3.6780,2.5450,2.7700,2.5030,0.0000
44125.8333,88712,1358.4200,1911.1300,1.9820,3.6760,2.5500,2.7980,2.4460,0.0000
44125.8750,88713,1352.3600,1895.2200,1.9800,3.6770,2.6370,2.7980,2.4130,0.0000
44125.9167,88714,1352.4500,1873.1500,1.9780,3.6780,2.6530,2.7980,2.4150,0.0000
44125.9583,88715,1352.0000,1980.5000,1.9740,3.7010,2.5870,2.8590,2.6550,0.0000
44126.0000,88716,1348.5100,2011.3800,1.9800,3.7060,2.3340,3.0110,2.3940,0.0000
44126.0417,88717,1351.4600,1985.7700,1.9810,3.7030,2.5380,2.7980,2.6250,0.0000
44126.0833,88718,1352.3300,2271.8600,1.9750,3.7010,2.6000,2.8070,2.4740,0.0000
44126.1250,88719,1350.4000,1865.6000,1.9800,3.6990,2.1340,2.8580,2.2830,0.0000
44126.1667,88720,1347.9400,1892.1700,1.9810,3.6950,2.0910,2.8710,1.6970,0.0000
44126.2083,88721,1344.6000,1980.1100,1.9770,3.6930,2.4740,2.9890,2.7660,0.0000
44126.2500,88722,1340.3600,2303.0000,1.9790,3.6910,2.5440,2.7970,3.2120,0.0000
44126.2917,88723,1341.0000,2420.0200,1.9770,3.6890,2.5590,2.7990,2.5580,0.0000
44126.3333,88724,1345.6500,1825.8200,1.9780,3.6890,2.6020,2.8060,2.4980,0.0000
44126.3750,88725,1345.0000,1728.7300,1.9740,3.6870,2.5600,2.8580,2.4480,0.0000
44126.4167,88726,1343.6000,1854.3200,2.0150,3.6810,2.4070,2.8590,2.4470,0.0000
44126.4583,88727,1354.7800,1975.9900,2.0100,3.6800,2.7390,2.8590,2.4670,0.0000
44126.5000,88728,1345.3600,2008.0500,2.0100,3.6840,2.7630,2.7990,2.5610,0.0000
44126.5417,88729,1338.3100,1958.2900,2.0100,3.7090,2.2210,2.8430,2.5230,0.0000
44126.5833,88730,1336.5000,1922.8800,2.0100,3.6830,1.9540,2.8600,2.0890,0.0000
44126.6250,88731,1340.4100,1942.3800,2.0090,3.6850,2.0020,2.8600,1.7680,0.0000
44126.6667,88732,1338.6700,1962.7100,2.0140,3.6810,2.0230,2.8650,2.7730,0.0000
44126.7083,88733,1338.3900,2346.2000,2.0120,3.6850,2.0880,2.8650,2.5350,0.0000
44126.7500,88734,1340.8300,2144.6200,2.0160,3.6880,2.1360,2.8670,2.4980,0.0000
44126.7917,88735,1340.5000,1870.7000,2.0070,3.6890,2.1490,2.8720,2.4950,0.0000
44126.8333,88736,1334.7000,1845.3100,2.0050,3.6890,2.1440,2.8870,2.4870,0.0000
44126.8750,88737,1340.5600,1887.9100,2.0140,3.6920,2.1270,2.8910,2.4560,0.0000
44126.9167,88738,1330.9700,1942.0100,2.0090,3.6930,2.1240,2.9020,2.4610,0.0000
44126.9583,88739,1331.0000,1990.9900,2.0090,3.6930,2.1990,2.8780,2.6630,0.0000
44127.0000,88740,1333.8900,2000.4700,2.0060,3.6960,2.5620,2.8620,3.0510,0.0000
44127.0417,88741,1328.2000,1965.4900,2.0100,3.6950,2.0790,2.9320,2.5810,0.0000
44127.0833,88742,1333.6300,1854.3500,2.0060,3.6960,1.9490,2.9320,2.5250,0.3000
44127.1250,88743,1351.4000,1799.6400,2.0040,3.6920,1.8970,2.9040,2.5200,0.0000
44127.1667,88744,1344.3900,1918.9500,2.0090,4.0150,1.9360,3.6630,2.1380,0.4000
44127.2500,88746,1345.6500,2192.7900,2.0130,4.2610,1.6010,1.4750,2.4700,0.9000
44127.2917,88747,1343.2700,1976.7500,2.0010,4.2650,2.3980,3.0270,2.5630,1.5000
44127.3333,88748,1350.4000,1785.8500,2.0120,4.2630,2.0070,2.8650,2.8110,0.7000
44127.3750,88749,1345.0300,2035.9700,2.0120,4.2640,1.8030,2.8710,2.6230,0.0000
44127.4167,88750,1345.9500,1873.7200,1.9810,4.2950,2.0770,2.8670,2.7260,0.0000
44127.4583,88751,1352.0000,1916.6700,1.9810,4.2960,2.3970,2.8600,2.7960,0.0000
44127.5000,88752,1347.7700,1961.5900,1.9890,4.3020,2.8790,2.8620,2.7260,0.2000
44127.5417,88753,1341.4800,1933.2900,1.9840,4.3010,1.8510,2.9190,2.6780,0.2000
44127.5833,88754,1345.1900,1904.8300,1.9840,4.3000,1.1730,2.8620,2.2090,0.3000
44127.6250,88755,1340.9400,1915.3200,2.5540,4.3000,1.7440,2.7500,1.9050,0.6000
44127.6667,88756,1345.8000,1943.6600,2.5530,4.2830,2.1860,2.8840,2.8930,1.4000
44127.7083,88757,1349.0000,2433.3900,2.5530,4.2740,1.9130,2.8970,2.6320,1.4000
44127.7500,88758,1355.4500,2054.7200,2.5560,4.2780,1.8050,2.8760,2.6350,1.4000
44127.7917,88759,1354.8300,1815.6500,2.5530,4.2730,1.9790,2.9320,2.5940,1.5000
44127.8333,88760,1359.9100,1824.7200,2.5570,4.2710,2.1460,2.9980,2.5870,0.6000
44127.8750,88761,1366.0000,1844.7900,2.5540,4.2720,2.5430,2.9960,2.6350,0.5000
44127.9167,88762,1360.0900,1932.5100,2.5510,4.2730,2.0370,2.9960,2.6330,0.1000
44127.9583,88763,1357.8500,1898.5900,2.5520,4.2960,2.7270,2.9960,2.8760,0.0000
44128.0000,88764,1359.8000,1903.3300,2.5520,4.2950,2.2090,2.9960,3.1170,0.1000
44128.0417,88765,1353.3700,1914.7900,2.5520,4.2980,1.8560,2.9310,2.6920,0.0000
44128.0833,88766,1353.0000,1883.3900,2.5520,4.3100,1.8260,2.9270,2.6770,0.0000
44128.1250,88767,1355.9600,1784.0300,2.5530,4.2810,1.8350,3.0630,2.5620,0.0000
44128.1667,88768,1353.1000,1934.3100,2.5560,4.3030,1.8260,3.0640,2.8730,0.0000
44128.2083,88769,1350.3600,1950.3300,2.5570,4.2770,1.8660,3.1150,2.7590,0.0000
44128.2500,88770,1356.3200,1918.6700,2.5550,4.2680,1.9520,3.0640,2.6770,0.0000
44128.2917,88771,1356.6700,1892.5200,2.5570,4.2680,1.7330,2.3730,2.6550,0.1000
44128.3333,88772,1366.5000,1881.0100,2.5560,4.2680,1.9020,3.0100,2.6450,0.0000
44128.3750,88773,1373.8200,1914.1700,2.5590,4.2630,1.2570,3.5870,2.6470,0.0000
44128.4167,88774,1375.0000,1947.0500,2.5760,4.2820,1.5460,2.9020,2.8050,0.0000
44128.4583,88775,1377.9600,1964.9900,2.5770,4.2700,2.3490,2.6150,2.8960,0.0000
44128.5000,88776,1379.3300,1929.0600,2.5770,4.2630,2.6310,3.0090,2.8330,0.0000
44128.5417,88777,1371.9700,1868.1400,2.5700,4.2640,2.1860,3.1150,2.7150,0.0000
44128.5833,88778,1371.4000,1847.9400,2.5740,4.2660,2.2010,2.6910,2.5290,0.0000
44128.6250,88779,1371.2200,1894.0800,2.5720,4.2660,2.5970,3.4520,2.3900,0.0000
44128.6667,88780,1365.8200,1927.8900,2.5710,4.2730,2.6870,2.9280,2.7030,0.0000
44128.7083,88781,1361.6000,2112.9800,2.5690,4.2710,2.7360,2.7410,2.9050,0.0000
44128.7500,88782,1367.6700,2177.1800,2.5680,4.2660,2.6980,2.9640,2.7880,0.0000
44128.7917,88783,1366.0000,1869.4600,2.5720,4.2790,3.3880,2.9740,2.6600,0.0000
44128.8333,88784,1363.7200,1822.6900,2.5670,4.2770,3.2710,2.7540,2.6340,0.0000
44128.8750,88785,1359.2000,1875.6400,2.5740,4.2800,2.8390,2.9960,2.5900,0.0000
44128.9167,88786,1357.0600,1935.4500,2.5690,4.2830,3.2160,2.9310,2.5820,0.0000
44128.9583,88787,1357.1800,1956.9400,2.5750,4.2580,2.7380,2.8720,2.6200,0.0000
44129.0000,88788,1353.2500,2004.5300,2.5700,4.3820,2.7540,2.9930,3.0790,0.0000
44129.0417,88789,1357.8000,1924.5400,2.5730,4.3150,2.4460,2.8620,2.9320,0.0000
44129.0833,88790,1355.9700,1853.8300,2.5660,4.3420,4.2790,2.9800,2.6620,0.0000
44129.1250,88791,1349.2000,1823.3900,2.5640,4.3890,3.1180,2.8580,2.6150,0.0000
44129.1667,88792,1353.8800,1844.7300,2.5710,4.3920,2.1720,2.8830,2.6130,0.0000
44129.2083,88793,1355.0000,2026.8900,2.5720,4.4350,2.5650,2.8560,2.2840,0.0000
44129.2500,88794,1350.3500,2049.9800,2.5670,4.3770,3.2150,2.9260,2.2910,0.0000
44129.2917,88795,1348.7500,2032.3000,2.5720,4.3690,3.2560,2.7960,2.7870,0.0000
44129.3333,88796,1347.2100,2561.2200,2.5760,4.3740,2.8550,2.8620,2.7700,0.0000
44129.3750,88797,1344.8000,1897.3600,2.5750,4.3690,2.7330,2.8590,2.6210,0.0000
44129.4167,88798,1344.8100,1825.3200,2.6210,4.3720,2.7250,2.7700,2.6140,0.0000
44129.4583,88799,1339.4000,1882.0100,2.7560,4.3700,2.6840,2.7360,2.5730,0.0000
44129.5000,88800,1335.4000,1871.2000,2.6160,4.3670,2.5760,2.8580,2.5720,0.0000
44129.5417,88801,1332.4700,1848.8400,2.6320,4.3710,2.7860,2.9130,2.5710,0.0000
44129.5833,88802,1330.8200,1844.4200,2.6750,4.3670,2.7890,3.3780,2.5190,0.0000
44129.6250,88803,1325.0000,1830.8300,2.6830,4.3640,2.7940,2.8100,2.4380,0.0000
44129.6667,88804,1329.5700,1852.9700,2.6770,4.3770,2.8320,2.8490,2.4320,0.0000
44129.7083,88805,1327.6100,1958.7300,2.6840,4.3790,2.8620,2.7970,2.4830,0.0000
44129.7500,88806,1331.8000,2045.4500,2.6750,4.3810,2.8620,2.9150,2.4930,0.0000
44129.7917,88807,1330.0000,2011.9500,2.6750,4.3510,2.7360,2.7480,2.5540,0.0000
44129.8333,88808,1330.1700,1940.4900,2.6740,4.3510,2.6410,2.9270,2.5690,0.0000
44129.8750,88809,1325.7300,1941.8600,2.6770,4.2650,2.7920,2.8010,2.5770,0.0000
44129.9167,88810,1329.2200,1872.8100,2.6810,4.2870,2.8710,2.8570,2.6000,0.0000
44129.9583,88811,1328.6200,1909.9300,2.6780,4.2960,2.8430,2.7980,2.1560,0.0000
44130.0000,88812,1319.5400,1894.4100,2.6750,4.2920,2.7510,2.7980,2.3610,0.0000
44130.0417,88813,1317.2000,1917.2500,2.6750,4.2950,2.8830,2.8590,3.0510,0.0000
44130.0833,88814,1316.1700,2610.0800,2.6780,4.2980,2.8990,2.7980,3.2660,0.0000
44130.1250,88815,1318.5000,1938.5500,2.6730,4.3100,2.7530,2.5640,2.5540,0.0000
44130.1667,88816,1313.9800,1948.9600,2.7510,4.2980,2.7500,2.7360,2.6180,0.0000
44130.2083,88817,1319.1900,1983.3800,2.6430,4.3130,3.1060,2.9240,2.6130,0.0000
44130.2500,88818,1319.6800,2097.2700,2.6770,4.3020,3.1420,2.6740,2.5900,0.0000
44130.2917,88819,1325.2400,1927.2100,2.5200,4.2970,3.1520,2.7350,2.4880,0.0000
44130.3333,88820,1331.0500,1896.8800,2.5640,4.2920,2.8150,2.7840,2.4630,0.0000
44130.3750,88821,1330.0000,1923.6600,2.5730,4.2880,2.7950,2.6740,2.4440,0.0000
44130.4167,88822,1335.9400,2010.6300,2.5740,4.2810,2.7690,2.7980,2.4450,0.0000
44130.5000,88824,1347.1200,2023.8400,2.5720,4.2810,2.8420,2.7360,2.5050,0.0000
44130.5417,88825,1342.2600,2053.2600,2.5730,4.2790,2.8140,2.7980,2.5220,0.0000
44130.5833,88826,1346.4200,1997.3600,2.5720,4.2810,2.7520,2.8290,2.5300,0.0000
44130.6250,88827,1342.2800,1916.9700,2.5750,4.2780,2.7350,2.7980,2.4860,0.0000
44130.6667,88828,1346.1700,1878.0700,2.5710,4.2740,2.7910,2.7980,2.3790,0.0000
44130.7083,88829,1358.0000,1917.4300,2.5720,4.2780,2.8180,2.7870,2.3840,0.0000
44130.7500,88830,1370.6000,2045.2200,2.5710,4.2840,2.8230,2.7980,2.4840,0.0000
44130.7917,88831,1374.2800,2237.4800,2.5650,4.2770,2.5790,2.8170,2.5090,0.0000
44130.8333,88832,1377.7500,2044.1700,2.5700,4.2830,2.5770,2.7970,2.5110,0.0000
44130.8750,88833,1378.7200,1940.9100,2.5710,4.2640,2.6790,2.8990,2.5120,0.0000
44130.9167,88834,1386.4000,1926.0000,2.5700,4.2890,2.7570,2.7360,2.5380,0.0000
44130.9583,88835,1394.2000,1949.0100,2.5760,4.2830,2.8710,2.8580,2.5460,0.5000
44131.0000,88836,1397.7700,1926.4500,2.5660,4.3060,3.1400,2.7360,2.5710,0.7000
44131.0417,88837,1400.8000,1917.9500,2.5630,4.2880,2.9940,2.8590,2.9880,0.0000
44131.0833,88838,1407.4900,1965.0700,2.5720,4.2970,2.6520,2.7260,2.6930,0.1000
44131.1250,88839,1409.3100,1773.4900,2.5670,4.2890,2.6590,2.3360,2.4210,0.0000
44131.1667,88840,1407.4900,1780.9500,2.5710,4.2680,2.8230,2.8600,2.3720,0.0000
44131.2083,88841,1410.7100,1975.9400,2.5630,4.2770,2.8610,2.8450,2.4450,0.0000
44131.2500,88842,1404.2300,2158.8500,2.5690,4.2670,2.6440,2.8590,2.7400,0.0000
44131.2917,88843,1408.6400,2211.5400,2.5640,4.2720,2.6140,2.7360,2.8760,0.0000
44131.3333,88844,1430.6000,1906.4800,2.5710,4.2740,2.7990,2.9240,2.5100,0.0000
44131.3750,88845,1424.0000,1804.3600,2.5660,4.2710,2.8030,2.7620,2.7170,0.0000
44131.4167,88846,1416.6100,1801.9700,2.5680,4.2700,2.8000,3.0910,2.8060,0.0000
44131.4583,88847,1410.3200,1963.9800,2.5680,4.2510,2.6970,2.7300,2.7710,0.0000
44131.5000,88848,1405.4000,1796.8600,2.5680,4.2710,2.6490,2.7850,2.6530,0.0000
44131.5417,88849,1398.4000,1817.0600,2.5670,4.2730,2.8110,2.7980,2.5340,0.0000
44131.5833,88850,1392.8900,1865.0000,2.5640,4.2770,2.9140,3.0350,2.5110,0.0000
44131.6250,88851,1384.7400,1915.7800,2.5630,4.2600,2.7500,2.8350,2.5280,0.0000
44131.6667,88852,1383.0000,2147.6700,2.5610,4.2580,2.7060,4.1100,2.3480,0.0000
44131.7083,88853,1373.2000,2438.6800,2.5540,4.2760,2.6680,2.0810,2.7000,0.0000
44131.7500,88854,1372.0000,2583.2900,2.5550,4.2350,3.7490,2.4790,2.5630,0.0000
44131.7917,88855,1365.7700,2336.7200,2.5560,4.2730,3.5680,2.7950,2.4160,0.0000
44131.8333,88856,1360.0000,1911.2500,2.5560,4.2820,3.5710,2.0830,2.4060,0.0000
44131.8750,88857,1357.1800,1973.0500,2.5570,4.2790,2.8210,2.5490,2.3650,0.0000
44131.9167,88858,1354.5200,2200.8500,2.5590,4.7340,1.7150,3.1130,2.3690,0.0000
44131.9583,88859,1348.6100,2234.1800,2.5550,4.7670,3.8400,2.1870,2.3590,0.0000
44132.0000,88860,1343.5200,2213.6500,2.5540,4.7720,3.4410,3.3180,2.4620,0.0000
44132.0417,88861,1345.1500,2200.5100,2.5540,4.7570,3.1720,2.3750,3.0570,0.0000
44132.0833,88862,1344.6000,2166.3100,2.5520,4.7690,2.7570,2.5590,2.5040,0.0000
44132.1250,88863,1344.8400,1843.8500,2.5590,4.7690,3.1300,3.0940,2.1150,0.0000
44132.1667,88864,1344.5300,1746.3000,2.5580,4.7400,3.9170,2.8870,2.7090,0.0000
44132.2083,88865,1358.6200,2022.6000,2.5550,4.7450,2.8730,2.0870,2.5200,0.0000
44132.2500,88866,1353.4000,2160.7300,2.5580,4.7520,2.5980,1.4740,2.3040,0.0000
44132.2917,88867,1360.4000,1854.5400,2.5580,4.7300,2.2330,2.3420,2.3050,0.0000
44132.3333,88868,1347.5000,1994.9100,2.5630,4.7520,2.7080,2.2540,2.1720,0.0000
44132.3750,88869,1349.6500,2132.5700,3.0900,4.7520,2.9970,2.2500,2.0910,0.0000
44132.4167,88870,1357.4000,2229.5000,3.0860,4.7730,2.8710,2.3100,2.0280,0.0000
44132.4583,88871,1354.4000,2324.2300,3.0720,4.7240,2.6580,2.3110,2.0090,0.0000
44132.5000,88872,1346.1900,2408.1100,3.0740,4.6760,2.6320,1.9280,2.0100,0.0000
44132.5417,88873,1347.1600,2447.1800,3.0710,4.7040,2.6670,2.3210,1.9810,0.0000
44132.5833,88874,1341.3300,2377.8600,3.0670,4.7250,2.6710,2.2540,1.9610,0.0000
44132.6250,88875,1334.3400,2367.9800,3.0690,4.7410,2.6440,2.3110,1.9250,0.0000
44132.6667,88876,1333.3600,2415.9400,3.0710,4.7590,2.6500,2.3110,1.7560,0.0000
44132.7083,88877,1324.8000,2375.6200,3.0660,4.7620,2.6630,2.3110,1.6400,0.0000
44132.7500,88878,1322.9000,2375.8100,3.0680,4.7470,2.6710,2.3110,1.6390,0.0000
44132.7917,88879,1317.9500,2484.6400,3.0660,4.7590,2.6990,2.2880,1.8130,0.0000
44132.8333,88880,1318.7800,2606.3500,3.0650,4.7500,2.6190,2.2780,1.8250,0.0000
44132.8750,88881,1327.3700,2518.3900,3.0480,4.7590,2.6430,2.3110,1.8620,0.0000
44132.9167,88882,1324.1400,2491.7500,3.0460,4.7640,2.7060,2.2890,1.8750,0.0000
44132.9583,88883,1317.5800,2458.3300,3.0500,4.7610,2.3470,2.2920,1.8740,0.0000
44133.0000,88884,1317.7900,2385.0900,3.0460,4.7690,2.6560,2.2900,1.8950,0.0000
44133.0417,88885,1321.7800,2376.7000,3.0490,4.7460,3.1680,2.2890,2.1120,0.0000
44133.0833,88886,1333.6700,2375.6200,3.0680,4.7430,2.7560,2.3110,2.0150,0.0000
44133.1250,88887,1339.7000,2264.5700,3.0680,4.7320,2.7250,2.2770,2.0260,0.0000
44133.1667,88888,1349.3600,1939.3400,3.0660,4.7250,2.9090,2.6050,1.4780,0.0000
44133.2083,88889,1349.6300,2075.5700,3.0710,4.7380,2.9410,2.1920,1.7910,0.0000
44133.2500,88890,1362.0100,2145.9300,3.0680,4.7370,2.9640,2.3700,1.8550,0.0000
44133.2917,88891,1367.4000,2711.1700,3.0660,4.8240,2.9980,2.2530,1.8560,0.0000
44133.3333,88892,1373.6000,2579.3500,3.0690,4.7460,3.2030,2.3110,1.8620,0.0000
44133.3750,88893,1372.7900,2445.9600,3.0700,4.7450,3.2900,2.2600,1.8560,0.0000
44133.4167,88894,1373.5300,2431.1300,3.0700,4.7440,2.9830,2.2540,1.8590,0.0000
44133.4583,88895,1387.0800,2397.1600,3.0770,6.0770,2.8760,2.2540,1.8610,0.0000
44133.5000,88896,1386.8800,2418.4500,3.0780,6.3070,3.0250,2.2530,1.8620,0.0000
44133.5417,88897,1377.6000,2399.1600,3.0810,6.2910,3.0170,2.2500,1.8620,0.0000
44133.5833,88898,1375.8200,2402.0400,3.0760,6.2400,3.0410,2.2490,1.8620,0.0000
44133.6250,88899,1381.6100,2371.4700,3.0550,6.1680,3.0290,2.2500,1.8550,0.0000
44133.6667,88900,1379.0000,2351.0800,3.0740,6.1300,2.9130,2.2660,1.3080,0.0000
44133.7083,88901,1382.6000,2363.6200,3.0720,6.0250,2.8190,2.2530,1.1940,0.0000
44133.7500,88902,1383.1800,2193.2500,3.0650,5.9550,2.8180,2.3110,1.4730,0.0000
44133.7917,88903,1383.0600,2543.8200,3.0680,5.8530,2.9210,2.2540,1.5940,0.0000
44133.8333,88904,1378.4800,3178.3300,3.0710,5.9060,3.0010,2.3100,1.6810,0.0000
44133.8750,88905,1375.6000,2852.8000,3.0720,5.8830,2.9970,2.2930,1.7930,0.0000
44133.9167,88906,1368.3800,2639.0400,3.0740,5.8730,3.0840,2.2500,1.8200,0.0000
44133.9583,88907,1370.8000,2437.5200,3.0680,5.8640,3.0970,2.2610,1.8520,0.0000
44134.0000,88908,1366.8000,2380.5200,3.0710,5.9050,2.9980,2.2500,2.1580,0.0000
44134.0417,88909,1361.5600,2365.1500,3.0680,5.9030,3.0780,2.2620,2.3210,0.0000
44134.0833,88910,1359.4000,2226.9500,3.0730,5.9070,3.0390,2.2520,2.3160,0.0000
44134.1250,88911,1355.2000,1950.5000,3.0660,5.9060,3.0430,2.3110,2.1640,0.0000
44134.1667,88912,1358.5200,1902.2600,3.0680,5.9120,3.0510,2.2540,2.0210,0.0000
44134.2083,88913,1364.4000,1940.6200,3.0670,5.9030,3.0230,2.3010,1.9050,0.0000
